date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:34:59	24771/24771	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:34:58%20GMT	https://www.jeffersonswheel.org/2018/07	www.jeffersonswheel.org/2018/07.html	(from https://www.jeffersonswheel.org/)
19:35:00	29751/29751	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:34:59%20GMT	https://www.jeffersonswheel.org/2018/05	www.jeffersonswheel.org/2018/05.html	(from https://www.jeffersonswheel.org/)
19:35:01	21569/21569	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:00%20GMT	https://www.jeffersonswheel.org/2018/02	www.jeffersonswheel.org/2018/02.html	(from https://www.jeffersonswheel.org/)
19:35:02	28177/28177	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:01%20GMT	https://www.jeffersonswheel.org/2017/12	www.jeffersonswheel.org/2017/12.html	(from https://www.jeffersonswheel.org/)
19:35:03	29976/29976	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:02%20GMT	https://www.jeffersonswheel.org/2017/11	www.jeffersonswheel.org/2017/11.html	(from https://www.jeffersonswheel.org/)
19:35:04	23589/23589	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:03%20GMT	https://www.jeffersonswheel.org/2017/09	www.jeffersonswheel.org/2017/09.html	(from https://www.jeffersonswheel.org/)
19:35:05	26909/26909	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:04%20GMT	https://www.jeffersonswheel.org/2017/08	www.jeffersonswheel.org/2017/08.html	(from https://www.jeffersonswheel.org/)
19:35:06	26333/26333	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:05%20GMT	https://www.jeffersonswheel.org/2017/07	www.jeffersonswheel.org/2017/07.html	(from https://www.jeffersonswheel.org/)
19:35:07	32041/32041	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:06%20GMT	https://www.jeffersonswheel.org/2017/06	www.jeffersonswheel.org/2017/06.html	(from https://www.jeffersonswheel.org/)
19:35:08	23707/23707	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:07%20GMT	https://www.jeffersonswheel.org/2017/04	www.jeffersonswheel.org/2017/04.html	(from https://www.jeffersonswheel.org/)
19:35:09	22716/22716	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:08%20GMT	https://www.jeffersonswheel.org/2017/03	www.jeffersonswheel.org/2017/03.html	(from https://www.jeffersonswheel.org/)
19:35:10	22596/22596	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:09%20GMT	https://www.jeffersonswheel.org/2017/01	www.jeffersonswheel.org/2017/01.html	(from https://www.jeffersonswheel.org/)
19:35:11	21818/21818	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:10%20GMT	https://www.jeffersonswheel.org/2016/12	www.jeffersonswheel.org/2016/12.html	(from https://www.jeffersonswheel.org/)
19:35:12	22439/22439	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:11%20GMT	https://www.jeffersonswheel.org/2016/11	www.jeffersonswheel.org/2016/11.html	(from https://www.jeffersonswheel.org/)
19:35:13	21571/21571	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:12%20GMT	https://www.jeffersonswheel.org/2016/10	www.jeffersonswheel.org/2016/10.html	(from https://www.jeffersonswheel.org/)
19:35:14	30045/30045	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:13%20GMT	https://www.jeffersonswheel.org/2016/08	www.jeffersonswheel.org/2016/08.html	(from https://www.jeffersonswheel.org/)
19:35:15	20684/20684	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:14%20GMT	https://www.jeffersonswheel.org/2016/07	www.jeffersonswheel.org/2016/07.html	(from https://www.jeffersonswheel.org/)
19:35:16	25997/25997	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:15%20GMT	https://www.jeffersonswheel.org/2016/06	www.jeffersonswheel.org/2016/06.html	(from https://www.jeffersonswheel.org/)
19:35:17	27463/27463	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:16%20GMT	https://www.jeffersonswheel.org/2016/05	www.jeffersonswheel.org/2016/05.html	(from https://www.jeffersonswheel.org/)
19:35:18	26187/26187	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:17%20GMT	https://www.jeffersonswheel.org/2016/04	www.jeffersonswheel.org/2016/04.html	(from https://www.jeffersonswheel.org/)
19:35:19	22306/22306	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:18%20GMT	https://www.jeffersonswheel.org/2016/03	www.jeffersonswheel.org/2016/03.html	(from https://www.jeffersonswheel.org/)
19:35:20	29502/29502	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:19%20GMT	https://www.jeffersonswheel.org/2016/02	www.jeffersonswheel.org/2016/02.html	(from https://www.jeffersonswheel.org/)
19:35:21	33294/33294	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:20%20GMT	https://www.jeffersonswheel.org/2015/12	www.jeffersonswheel.org/2015/12.html	(from https://www.jeffersonswheel.org/)
19:35:22	22272/22272	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:21%20GMT	https://www.jeffersonswheel.org/2015/11	www.jeffersonswheel.org/2015/11.html	(from https://www.jeffersonswheel.org/)
19:35:23	23866/23866	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:22%20GMT	https://www.jeffersonswheel.org/2015/08	www.jeffersonswheel.org/2015/08.html	(from https://www.jeffersonswheel.org/)
19:35:24	22174/22174	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:23%20GMT	https://www.jeffersonswheel.org/2015/06	www.jeffersonswheel.org/2015/06.html	(from https://www.jeffersonswheel.org/)
19:35:25	24200/24200	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:24%20GMT	https://www.jeffersonswheel.org/2015/05	www.jeffersonswheel.org/2015/05.html	(from https://www.jeffersonswheel.org/)
19:35:26	22423/22423	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:25%20GMT	https://www.jeffersonswheel.org/2015/04	www.jeffersonswheel.org/2015/04.html	(from https://www.jeffersonswheel.org/)
19:35:27	27071/27071	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:26%20GMT	https://www.jeffersonswheel.org/2015/03	www.jeffersonswheel.org/2015/03.html	(from https://www.jeffersonswheel.org/)
19:35:28	22407/22407	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:27%20GMT	https://www.jeffersonswheel.org/2015/02	www.jeffersonswheel.org/2015/02.html	(from https://www.jeffersonswheel.org/)
19:35:29	21290/21290	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:28%20GMT	https://www.jeffersonswheel.org/2015/01	www.jeffersonswheel.org/2015/01.html	(from https://www.jeffersonswheel.org/)
19:35:30	22183/22183	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:29%20GMT	https://www.jeffersonswheel.org/2014/11	www.jeffersonswheel.org/2014/11.html	(from https://www.jeffersonswheel.org/)
19:35:31	31181/31181	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:30%20GMT	https://www.jeffersonswheel.org/2014/10	www.jeffersonswheel.org/2014/10.html	(from https://www.jeffersonswheel.org/)
19:35:32	25325/25325	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:31%20GMT	https://www.jeffersonswheel.org/2014/09	www.jeffersonswheel.org/2014/09.html	(from https://www.jeffersonswheel.org/)
19:35:33	25025/25025	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:32%20GMT	https://www.jeffersonswheel.org/2014/05	www.jeffersonswheel.org/2014/05.html	(from https://www.jeffersonswheel.org/)
19:35:34	20721/20721	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:33%20GMT	https://www.jeffersonswheel.org/2014/04	www.jeffersonswheel.org/2014/04.html	(from https://www.jeffersonswheel.org/)
19:35:35	24220/24220	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:34%20GMT	https://www.jeffersonswheel.org/2014/02	www.jeffersonswheel.org/2014/02.html	(from https://www.jeffersonswheel.org/)
19:35:37	20522/20522	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:37%20GMT	https://www.jeffersonswheel.org/2014/01	www.jeffersonswheel.org/2014/01.html	(from https://www.jeffersonswheel.org/)
19:35:37	25566/25566	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:37%20GMT	https://www.jeffersonswheel.org/2013/11	www.jeffersonswheel.org/2013/11.html	(from https://www.jeffersonswheel.org/)
19:35:39	22228/22228	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:38%20GMT	https://www.jeffersonswheel.org/2013/10	www.jeffersonswheel.org/2013/10.html	(from https://www.jeffersonswheel.org/)
19:35:40	25307/25307	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:39%20GMT	https://www.jeffersonswheel.org/2013/06	www.jeffersonswheel.org/2013/06.html	(from https://www.jeffersonswheel.org/)
19:35:41	27391/27391	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:40%20GMT	https://www.jeffersonswheel.org/2013/05	www.jeffersonswheel.org/2013/05.html	(from https://www.jeffersonswheel.org/)
19:35:42	22230/22230	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:41%20GMT	https://www.jeffersonswheel.org/2013/04	www.jeffersonswheel.org/2013/04.html	(from https://www.jeffersonswheel.org/)
19:35:43	22666/22666	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:42%20GMT	https://www.jeffersonswheel.org/2013/03	www.jeffersonswheel.org/2013/03.html	(from https://www.jeffersonswheel.org/)
19:35:44	20454/20454	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:43%20GMT	https://www.jeffersonswheel.org/2013/02	www.jeffersonswheel.org/2013/02.html	(from https://www.jeffersonswheel.org/)
19:35:45	21393/21393	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:44%20GMT	https://www.jeffersonswheel.org/2012/08	www.jeffersonswheel.org/2012/08.html	(from https://www.jeffersonswheel.org/)
19:35:46	24366/24366	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:45%20GMT	https://www.jeffersonswheel.org/2012/07	www.jeffersonswheel.org/2012/07.html	(from https://www.jeffersonswheel.org/)
19:35:47	24008/24008	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:46%20GMT	https://www.jeffersonswheel.org/2012/03	www.jeffersonswheel.org/2012/03.html	(from https://www.jeffersonswheel.org/)
19:35:48	21374/21374	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:47%20GMT	https://www.jeffersonswheel.org/2012/02	www.jeffersonswheel.org/2012/02.html	(from https://www.jeffersonswheel.org/)
19:35:49	22505/22505	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:48%20GMT	https://www.jeffersonswheel.org/2012/01	www.jeffersonswheel.org/2012/01.html	(from https://www.jeffersonswheel.org/)
19:35:50	24592/24592	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:49%20GMT	https://www.jeffersonswheel.org/2011/12	www.jeffersonswheel.org/2011/12.html	(from https://www.jeffersonswheel.org/)
19:35:51	32913/32913	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:50%20GMT	https://www.jeffersonswheel.org/2011/11	www.jeffersonswheel.org/2011/11.html	(from https://www.jeffersonswheel.org/)
19:35:52	30276/30276	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:51%20GMT	https://www.jeffersonswheel.org/2011/10	www.jeffersonswheel.org/2011/10.html	(from https://www.jeffersonswheel.org/)
19:35:53	25126/25126	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:52%20GMT	https://www.jeffersonswheel.org/2011/09	www.jeffersonswheel.org/2011/09.html	(from https://www.jeffersonswheel.org/)
19:35:54	51007/51007	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:53%20GMT	https://www.jeffersonswheel.org/2011/08	www.jeffersonswheel.org/2011/08.html	(from https://www.jeffersonswheel.org/)
19:35:55	24913/24913	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:54%20GMT	https://www.jeffersonswheel.org/2011/07	www.jeffersonswheel.org/2011/07.html	(from https://www.jeffersonswheel.org/)
19:35:56	30663/30663	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:55%20GMT	https://www.jeffersonswheel.org/2011/06	www.jeffersonswheel.org/2011/06.html	(from https://www.jeffersonswheel.org/)
19:35:57	30647/30647	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:56%20GMT	https://www.jeffersonswheel.org/2011/05	www.jeffersonswheel.org/2011/05.html	(from https://www.jeffersonswheel.org/)
19:35:58	30404/30404	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:57%20GMT	https://www.jeffersonswheel.org/2011/04	www.jeffersonswheel.org/2011/04.html	(from https://www.jeffersonswheel.org/)
19:35:59	21990/21990	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:58%20GMT	https://www.jeffersonswheel.org/2011/03	www.jeffersonswheel.org/2011/03.html	(from https://www.jeffersonswheel.org/)
19:36:00	22665/22665	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:35:59%20GMT	https://www.jeffersonswheel.org/2011/02	www.jeffersonswheel.org/2011/02.html	(from https://www.jeffersonswheel.org/)
19:36:01	25576/25576	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:00%20GMT	https://www.jeffersonswheel.org/2010/12	www.jeffersonswheel.org/2010/12.html	(from https://www.jeffersonswheel.org/)
19:36:02	21601/21601	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:01%20GMT	https://www.jeffersonswheel.org/2010/11	www.jeffersonswheel.org/2010/11.html	(from https://www.jeffersonswheel.org/)
19:36:03	21190/21190	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:02%20GMT	https://www.jeffersonswheel.org/2010/09	www.jeffersonswheel.org/2010/09.html	(from https://www.jeffersonswheel.org/)
19:36:04	21858/21858	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:03%20GMT	https://www.jeffersonswheel.org/2010/05	www.jeffersonswheel.org/2010/05.html	(from https://www.jeffersonswheel.org/)
19:36:05	21827/21827	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:04%20GMT	https://www.jeffersonswheel.org/2010/04	www.jeffersonswheel.org/2010/04.html	(from https://www.jeffersonswheel.org/)
19:36:06	20626/20626	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:05%20GMT	https://www.jeffersonswheel.org/2010/02	www.jeffersonswheel.org/2010/02.html	(from https://www.jeffersonswheel.org/)
19:36:07	35004/35004	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:06%20GMT	https://www.jeffersonswheel.org/2009/12	www.jeffersonswheel.org/2009/12.html	(from https://www.jeffersonswheel.org/)
19:36:08	23783/23783	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:07%20GMT	https://www.jeffersonswheel.org/2009/09	www.jeffersonswheel.org/2009/09.html	(from https://www.jeffersonswheel.org/)
19:36:09	23175/23175	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:08%20GMT	https://www.jeffersonswheel.org/2009/07	www.jeffersonswheel.org/2009/07.html	(from https://www.jeffersonswheel.org/)
19:36:10	23483/23483	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:09%20GMT	https://www.jeffersonswheel.org/2009/05	www.jeffersonswheel.org/2009/05.html	(from https://www.jeffersonswheel.org/)
19:36:11	26542/26542	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:10%20GMT	https://www.jeffersonswheel.org/2009/04	www.jeffersonswheel.org/2009/04.html	(from https://www.jeffersonswheel.org/)
19:36:12	23346/23346	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:11%20GMT	https://www.jeffersonswheel.org/2009/03	www.jeffersonswheel.org/2009/03.html	(from https://www.jeffersonswheel.org/)
19:36:13	29161/29161	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:12%20GMT	https://www.jeffersonswheel.org/2009/02	www.jeffersonswheel.org/2009/02.html	(from https://www.jeffersonswheel.org/)
19:36:14	35429/35429	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:13%20GMT	https://www.jeffersonswheel.org/2009/01	www.jeffersonswheel.org/2009/01.html	(from https://www.jeffersonswheel.org/)
19:36:15	21150/21150	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:14%20GMT	https://www.jeffersonswheel.org/2008/12	www.jeffersonswheel.org/2008/12.html	(from https://www.jeffersonswheel.org/)
19:36:16	26484/26484	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:15%20GMT	https://www.jeffersonswheel.org/2008/11	www.jeffersonswheel.org/2008/11.html	(from https://www.jeffersonswheel.org/)
19:36:17	33258/33258	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:16%20GMT	https://www.jeffersonswheel.org/2008/10	www.jeffersonswheel.org/2008/10.html	(from https://www.jeffersonswheel.org/)
19:36:18	22585/22585	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:17%20GMT	https://www.jeffersonswheel.org/2008/09	www.jeffersonswheel.org/2008/09.html	(from https://www.jeffersonswheel.org/)
19:36:19	29703/29703	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:18%20GMT	https://www.jeffersonswheel.org/2008/07	www.jeffersonswheel.org/2008/07.html	(from https://www.jeffersonswheel.org/)
19:36:20	27846/27846	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:19%20GMT	https://www.jeffersonswheel.org/2008/06	www.jeffersonswheel.org/2008/06.html	(from https://www.jeffersonswheel.org/)
19:36:21	30449/30449	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:20%20GMT	https://www.jeffersonswheel.org/2008/05	www.jeffersonswheel.org/2008/05.html	(from https://www.jeffersonswheel.org/)
19:36:22	54935/54935	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:21%20GMT	https://www.jeffersonswheel.org/2008/04	www.jeffersonswheel.org/2008/04.html	(from https://www.jeffersonswheel.org/)
19:36:23	47143/47143	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:22%20GMT	https://www.jeffersonswheel.org/2008/03	www.jeffersonswheel.org/2008/03.html	(from https://www.jeffersonswheel.org/)
19:36:24	44810/44810	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:23%20GMT	https://www.jeffersonswheel.org/2008/02	www.jeffersonswheel.org/2008/02.html	(from https://www.jeffersonswheel.org/)
19:36:25	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2024%20Dec%202018%2000:36:25%20GMT	http://www.jeffersonswheel.org/xmlrpc.php?rsd	www.jeffersonswheel.org/xmlrpc.5e0db0.delayed	(from https://www.jeffersonswheel.org/)
19:36:25	30416/30416	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:24%20GMT	https://www.jeffersonswheel.org/2008/01	www.jeffersonswheel.org/2008/01.html	(from https://www.jeffersonswheel.org/)
19:36:27	769/769	---MCZ	200	added ('OK')	text/xml	date:Mon,%2024%20Dec%202018%2000:36:26%20GMT	https://www.jeffersonswheel.org/xmlrpc.php?rsd	www.jeffersonswheel.org/xmlrpc0db0.php	(from https://www.jeffersonswheel.org/)
19:36:27	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Mon,%2024%20Dec%202018%2000:36:27%20GMT	http://www.jeffersonswheel.org/wp-includes/wlwmanifest.xml	www.jeffersonswheel.org/wp-includes/wlwmanifest.xml	(from https://www.jeffersonswheel.org/)
19:36:29	1052/1052	---MCZ	200	added ('OK')	application/xml	etag:W/%2241c-4b6073a9963c0%22	https://www.jeffersonswheel.org/wp-includes/wlwmanifest.xml	www.jeffersonswheel.org/wp-includes/wlwmanifest.xml	(from https://www.jeffersonswheel.org/)
19:36:31	73982/73982	---M--	200	added ('OK')	image/jpeg	etag:%22120fe-54a3536488e00%22	https://www.jeffersonswheel.org/images/jwlogo-small.jpg	www.jeffersonswheel.org/images/jwlogo-small.jpg	(from https://www.jeffersonswheel.org/)
19:36:31	2399669/2399669	---M--	200	added ('OK')	image/jpeg	etag:%22249db5-54a3535917300%22	https://www.jeffersonswheel.org/images/jwlogo.jpg	www.jeffersonswheel.org/images/jwlogo.jpg	(from https://www.jeffersonswheel.org/)
19:36:32	22323/22323	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:31%20GMT	https://www.jeffersonswheel.org/2018/artificial-intelligence-the-new-ghost-in-the-machine	www.jeffersonswheel.org/2018/artificial-intelligence-the-new-ghost-in-the-machine.html	(from https://www.jeffersonswheel.org/)
19:36:33	54787/54787	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:32%20GMT	https://www.jeffersonswheel.org/category/adversarial-machine-learning	www.jeffersonswheel.org/category/adversarial-machine-learning.html	(from https://www.jeffersonswheel.org/)
19:36:34	51975/51975	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:33%20GMT	https://www.jeffersonswheel.org/category/research	www.jeffersonswheel.org/category/research.html	(from https://www.jeffersonswheel.org/)
19:36:35	56326/56326	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:34%20GMT	https://www.jeffersonswheel.org/category/talks	www.jeffersonswheel.org/category/talks.html	(from https://www.jeffersonswheel.org/)
19:36:36	22363/22363	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:35%20GMT	https://www.jeffersonswheel.org/2018/violations-of-childrens-privacy-laws	www.jeffersonswheel.org/2018/violations-of-childrens-privacy-laws.html	(from https://www.jeffersonswheel.org/)
19:36:37	51851/51851	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:36%20GMT	https://www.jeffersonswheel.org/category/alumni	www.jeffersonswheel.org/category/alumni.html	(from https://www.jeffersonswheel.org/)
19:36:38	55396/55396	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:37%20GMT	https://www.jeffersonswheel.org/category/news	www.jeffersonswheel.org/category/news.html	(from https://www.jeffersonswheel.org/)
19:36:39	56665/56665	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:38%20GMT	https://www.jeffersonswheel.org/category/privacy	www.jeffersonswheel.org/category/privacy.html	(from https://www.jeffersonswheel.org/)
19:36:40	23205/23205	---MCZ	200	added ('OK')	text/html	date:Mon,%2024%20Dec%202018%2000:36:39%20GMT	https://www.jeffersonswheel.org/2018/usenix-security-2018	www.jeffersonswheel.org/2018/usenix-security-2018.html	(from https://www.jeffersonswheel.org/)
19:36:42	88880/88880	---M--	200	added ('OK')	image/jpeg	etag:%2215b30-57601ee533b6e%22	https://www.jeffersonswheel.org/images/usenix2018/IMG_20180816_190616.jpg	www.jeffersonswheel.org/images/usenix2018/IMG_20180816_190616.jpg	(from https://www.jeffersonswheel.org/)
19:36:44	990626/990626	---M--	200	added ('OK')	image/jpeg	etag:%22f1da2-57601ee527f76%22	https://www.jeffersonswheel.org/images/usenix2018/IMG_20180816_190616-2.jpg	www.jeffersonswheel.org/images/usenix2018/IMG_20180816_190616-2.jpg	(from https://www.jeffersonswheel.org/)
